0.0	70.4644775390625	-2.742694854736328	0.24000655114650726	32.487144470214844
0.0	0.48910287022590637	-0.0	4.344706372449991e-09	0.24455143511295319
0.0	0.03642572835087776	-0.0	9.270036294140027e-09	0.01821286417543888
0.0	14.805830001831055	-0.0	6.165715182339382e-13	7.402915000915527
0.0	161.5048065185547	-0.0	1.6453171631606456e-16	80.75240325927734
0.0	341.47174072265625	-0.0	2.1717132328573435e-17	170.73587036132812
0.0	401.0950927734375	-0.0	1.775839646376613e-16	200.54754638671875
0.0	333.7937316894531	-0.0	3.8216117523842263e-16	166.89686584472656
0.0	159.06045532226562	-0.0	2.397197473145052e-16	79.53022766113281
0.0	10.410845756530762	-0.0	1.350684878680575e-15	5.205422878265381
0.0	81.03331756591797	-0.0	4.483405400407259e-12	40.516658782958984
0.0	234.9203643798828	-0.0	3.534356141088324e-11	117.4601821899414
0.0	331.0955505371094	-0.0	2.448597151861326e-13	165.5477752685547
0.0	314.8554992675781	-0.0	4.616545622111936e-17	157.42774963378906
0.0	197.46746826171875	-0.0	4.828641582229332e-22	98.73373413085938
0.0	49.81593322753906	-0.0	1.2847266428989089e-24	24.90796661376953
0.0	11.157575607299805	-0.0	1.8964985300895714e-24	5.578787803649902
0.0	88.17078399658203	-0.0	4.5258723491844384e-23	44.085391998291016
0.0	134.9468231201172	-0.0	2.743587798857061e-22	67.4734115600586
0.0	103.27682495117188	-0.0	2.6864543269153757e-22	51.63841247558594
0.0	28.135995864868164	-0.0	9.161084606364854e-23	14.067997932434082
0.0	5.923014163970947	-0.0	5.8247935185536226e-24	2.9615070819854736
0.0	35.28519058227539	-0.0	4.5153365916400524e-26	17.642595291137695
0.0	35.181053161621094	-0.0	3.485870028838721e-27	17.590526580810547
0.0	6.691610813140869	-0.0	4.844719627047354e-28	3.3458054065704346
1.0	828.837890625	-0.0	8.805000825376699e-29	414.4189453125
1.0	202.11453247070312	-1.543045163154602	0.16849400103092194	99.51253509521484
1.0	24.338171005249023	0.00415141973644495	0.014485269784927368	12.173091888427734
1.0	0.32001829147338867	-0.00026457253261469305	0.003964985720813274	0.15970492362976074
